race,outcome,term,estimate,std.error,statistic,p.value,lci,hci,or,or_lci,or_hci,reference,p,out
Black,AD,"Favourable, e3/e3",-0.86,0.44,-1.95,0.05083638148202576,-1.73,0,0.42,0.18,1,FALSE,0.05084,"OR [95% CI] = 0.42 [0.18, 1], p = 0.05084"
Black,AD,"Favourable, e4+",0.64,0.27,2.4,0.01648084050054257,0.12,1.16,1.89,1.12,3.18,FALSE,0.01648,"OR [95% CI] = 1.89 [1.12, 3.18], p = 0.01648"
Black,AD,"Intermediate, e2+",-0.57,0.29,-1.96,0.050426334480506485,-1.14,0,0.57,0.32,1,FALSE,0.05043,"OR [95% CI] = 0.57 [0.32, 1], p = 0.05043"
Black,AD,"Intermediate, e4+",1.06,0.15,7.05,1.849071110442725e-12,0.77,1.36,2.89,2.15,3.88,FALSE, 1.8e-12,"OR [95% CI] = 2.89 [2.15, 3.88], p =  1.8e-12"
Asian,AD,"Unfavourable, e2+",0.26,0.88,0.3,0.7656831334142981,-1.47,2,1.3,0.23,7.38,FALSE,0.76568,"OR [95% CI] = 1.3 [0.23, 7.38], p = 0.76568"
Asian,AD,"Unfavourable, e3/e3",0.17,0.42,0.4,0.690197692673099,-0.66,1,1.18,0.52,2.71,FALSE,0.69020,"OR [95% CI] = 1.18 [0.52, 2.71], p = 0.69020"
Asian,AD,"Unfavourable, e4+",1.67,0.64,2.62,0.008833886972401762,0.42,2.92,5.32,1.52,18.6,FALSE,0.00883,"OR [95% CI] = 5.32 [1.52, 18.6], p = 0.00883"
Asian,AD,"Favourable, e2+",-15.55,664.74,-0.02,0.9813318843756277,-1318.45,1287.34,0,0,Inf,FALSE,0.98133,"OR [95% CI] = 0 [0, Inf], p = 0.98133"
Asian,AD,"Favourable, e3/e3",-1.5,0.5,-3,0.0027269925335349113,-2.48,-0.52,0.22,0.08,0.6,FALSE,0.00273,"OR [95% CI] = 0.22 [0.08, 0.6], p = 0.00273"
Asian,AD,"Favourable, e4+",-0.42,0.53,-0.79,0.4291955411746271,-1.46,0.62,0.66,0.23,1.86,FALSE,0.42920,"OR [95% CI] = 0.66 [0.23, 1.86], p = 0.42920"
Asian,AD,"Intermediate, e2+",-0.42,0.46,-0.92,0.35747656998784166,-1.32,0.48,0.66,0.27,1.61,FALSE,0.35748,"OR [95% CI] = 0.66 [0.27, 1.61], p = 0.35748"
Asian,AD,"Intermediate, e4+",1.34,0.31,4.39,1.1378531005297406e-5,0.74,1.94,3.82,2.1,6.95,FALSE, 1.1e-05,"OR [95% CI] = 3.82 [2.1, 6.95], p =  1.1e-05"
Asian,AD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Black,AD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Latinx,AD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
NHW,AD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Asian,AD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Black,AD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Latinx,AD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
NHW,AD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Asian,ADRD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Black,ADRD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Latinx,ADRD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
NHW,ADRD,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Asian,ADRD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Black,ADRD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
Latinx,ADRD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
NHW,ADRD + MCI,"Intermediate, e3/e3 (reference)",0,NA,NA,NA,NA,NA,1,NA,NA,TRUE,NA,"OR [95% CI] = 1 [NA, NA], p = NA"
